"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Weekday"	"Weekday Code"	Deaths	Population	Crude Rate
	"Indiana"	"18"	"2014"	"2014"	"Wednesday"	"4"	173	Not Applicable	Not Applicable
	"Indiana"	"18"	"2014"	"2014"	"Thursday"	"5"	154	Not Applicable	Not Applicable
	"Indiana"	"18"	"2014"	"2014"	"Friday"	"6"	155	Not Applicable	Not Applicable
	"Indiana"	"18"	"2014"	"2014"	"Saturday"	"7"	211	Not Applicable	Not Applicable
	"Indiana"	"18"	"2014"	"2014"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2015"	"2015"	"Sunday"	"1"	179	Not Applicable	Not Applicable
	"Indiana"	"18"	"2015"	"2015"	"Monday"	"2"	165	Not Applicable	Not Applicable
	"Indiana"	"18"	"2015"	"2015"	"Tuesday"	"3"	187	Not Applicable	Not Applicable
	"Indiana"	"18"	"2015"	"2015"	"Wednesday"	"4"	181	Not Applicable	Not Applicable
	"Indiana"	"18"	"2015"	"2015"	"Thursday"	"5"	158	Not Applicable	Not Applicable
	"Indiana"	"18"	"2015"	"2015"	"Friday"	"6"	175	Not Applicable	Not Applicable
	"Indiana"	"18"	"2015"	"2015"	"Saturday"	"7"	193	Not Applicable	Not Applicable
	"Indiana"	"18"	"2015"	"2015"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"1999"	"1999"	"Sunday"	"1"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"1999"	"1999"	"Monday"	"2"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"1999"	"1999"	"Tuesday"	"3"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"1999"	"1999"	"Wednesday"	"4"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"1999"	"1999"	"Thursday"	"5"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"1999"	"1999"	"Friday"	"6"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"1999"	"1999"	"Saturday"	"7"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"1999"	"1999"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2000"	"2000"	"Sunday"	"1"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"2000"	"2000"	"Monday"	"2"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2000"	"2000"	"Tuesday"	"3"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2000"	"2000"	"Wednesday"	"4"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2000"	"2000"	"Thursday"	"5"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"2000"	"2000"	"Friday"	"6"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"2000"	"2000"	"Saturday"	"7"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"2000"	"2000"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2001"	"2001"	"Sunday"	"1"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"2001"	"2001"	"Monday"	"2"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"2001"	"2001"	"Tuesday"	"3"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"2001"	"2001"	"Wednesday"	"4"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"2001"	"2001"	"Thursday"	"5"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"2001"	"2001"	"Friday"	"6"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"2001"	"2001"	"Saturday"	"7"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"2001"	"2001"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2002"	"2002"	"Sunday"	"1"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"2002"	"2002"	"Monday"	"2"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"2002"	"2002"	"Tuesday"	"3"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"2002"	"2002"	"Wednesday"	"4"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2002"	"2002"	"Thursday"	"5"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2002"	"2002"	"Friday"	"6"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"2002"	"2002"	"Saturday"	"7"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"2002"	"2002"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Sunday"	"1"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Monday"	"2"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Tuesday"	"3"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Wednesday"	"4"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Thursday"	"5"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Friday"	"6"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Saturday"	"7"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2004"	"2004"	"Sunday"	"1"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"2004"	"2004"	"Monday"	"2"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"2004"	"2004"	"Tuesday"	"3"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"2004"	"2004"	"Wednesday"	"4"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"2004"	"2004"	"Thursday"	"5"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"2004"	"2004"	"Friday"	"6"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"2004"	"2004"	"Saturday"	"7"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"2004"	"2004"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Sunday"	"1"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Monday"	"2"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Tuesday"	"3"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Wednesday"	"4"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Thursday"	"5"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Friday"	"6"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Saturday"	"7"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2006"	"2006"	"Sunday"	"1"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"2006"	"2006"	"Monday"	"2"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"2006"	"2006"	"Tuesday"	"3"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"2006"	"2006"	"Wednesday"	"4"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"2006"	"2006"	"Thursday"	"5"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"2006"	"2006"	"Friday"	"6"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"2006"	"2006"	"Saturday"	"7"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"2006"	"2006"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2007"	"2007"	"Sunday"	"1"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"2007"	"2007"	"Monday"	"2"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"2007"	"2007"	"Tuesday"	"3"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"2007"	"2007"	"Wednesday"	"4"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"2007"	"2007"	"Thursday"	"5"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"2007"	"2007"	"Friday"	"6"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"2007"	"2007"	"Saturday"	"7"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"2007"	"2007"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Sunday"	"1"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Monday"	"2"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Tuesday"	"3"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Wednesday"	"4"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Thursday"	"5"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Friday"	"6"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Saturday"	"7"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2009"	"2009"	"Sunday"	"1"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"2009"	"2009"	"Monday"	"2"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"2009"	"2009"	"Tuesday"	"3"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"2009"	"2009"	"Wednesday"	"4"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"2009"	"2009"	"Thursday"	"5"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"2009"	"2009"	"Friday"	"6"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"2009"	"2009"	"Saturday"	"7"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"2009"	"2009"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2010"	"2010"	"Sunday"	"1"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"2010"	"2010"	"Monday"	"2"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"2010"	"2010"	"Tuesday"	"3"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"2010"	"2010"	"Wednesday"	"4"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"2010"	"2010"	"Thursday"	"5"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"2010"	"2010"	"Friday"	"6"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"2010"	"2010"	"Saturday"	"7"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"2010"	"2010"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2011"	"2011"	"Sunday"	"1"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"2011"	"2011"	"Monday"	"2"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"2011"	"2011"	"Tuesday"	"3"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"2011"	"2011"	"Wednesday"	"4"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"2011"	"2011"	"Thursday"	"5"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"2011"	"2011"	"Friday"	"6"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"2011"	"2011"	"Saturday"	"7"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"2011"	"2011"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Sunday"	"1"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Monday"	"2"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Tuesday"	"3"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Wednesday"	"4"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Thursday"	"5"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Friday"	"6"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Saturday"	"7"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2013"	"2013"	"Sunday"	"1"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"2013"	"2013"	"Monday"	"2"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"2013"	"2013"	"Tuesday"	"3"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"2013"	"2013"	"Wednesday"	"4"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"2013"	"2013"	"Thursday"	"5"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"2013"	"2013"	"Friday"	"6"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"2013"	"2013"	"Saturday"	"7"	49	Not Applicable	Not Applicable
	"Iowa"	"19"	"2013"	"2013"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2014"	"2014"	"Sunday"	"1"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"2014"	"2014"	"Monday"	"2"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"2014"	"2014"	"Tuesday"	"3"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"2014"	"2014"	"Wednesday"	"4"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"2014"	"2014"	"Thursday"	"5"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"2014"	"2014"	"Friday"	"6"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"2014"	"2014"	"Saturday"	"7"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"2014"	"2014"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2015"	"2015"	"Sunday"	"1"	52	Not Applicable	Not Applicable
	"Iowa"	"19"	"2015"	"2015"	"Monday"	"2"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"2015"	"2015"	"Tuesday"	"3"	51	Not Applicable	Not Applicable
	"Iowa"	"19"	"2015"	"2015"	"Wednesday"	"4"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"2015"	"2015"	"Thursday"	"5"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"2015"	"2015"	"Friday"	"6"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"2015"	"2015"	"Saturday"	"7"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"2015"	"2015"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"1999"	"1999"	"Sunday"	"1"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"1999"	"1999"	"Monday"	"2"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"1999"	"1999"	"Tuesday"	"3"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"1999"	"1999"	"Wednesday"	"4"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"1999"	"1999"	"Thursday"	"5"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"1999"	"1999"	"Friday"	"6"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"1999"	"1999"	"Saturday"	"7"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"1999"	"1999"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2000"	"2000"	"Sunday"	"1"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"2000"	"2000"	"Monday"	"2"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"2000"	"2000"	"Tuesday"	"3"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2000"	"2000"	"Wednesday"	"4"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"2000"	"2000"	"Thursday"	"5"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"2000"	"2000"	"Friday"	"6"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"2000"	"2000"	"Saturday"	"7"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"2000"	"2000"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2001"	"2001"	"Sunday"	"1"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"2001"	"2001"	"Monday"	"2"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"2001"	"2001"	"Tuesday"	"3"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"2001"	"2001"	"Wednesday"	"4"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"2001"	"2001"	"Thursday"	"5"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"2001"	"2001"	"Friday"	"6"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"2001"	"2001"	"Saturday"	"7"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"2001"	"2001"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2002"	"2002"	"Sunday"	"1"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"2002"	"2002"	"Monday"	"2"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"2002"	"2002"	"Tuesday"	"3"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"2002"	"2002"	"Wednesday"	"4"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"2002"	"2002"	"Thursday"	"5"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"2002"	"2002"	"Friday"	"6"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"2002"	"2002"	"Saturday"	"7"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"2002"	"2002"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Sunday"	"1"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Monday"	"2"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Tuesday"	"3"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Wednesday"	"4"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Thursday"	"5"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Friday"	"6"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Saturday"	"7"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2004"	"2004"	"Sunday"	"1"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"2004"	"2004"	"Monday"	"2"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"2004"	"2004"	"Tuesday"	"3"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"2004"	"2004"	"Wednesday"	"4"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"2004"	"2004"	"Thursday"	"5"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"2004"	"2004"	"Friday"	"6"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"2004"	"2004"	"Saturday"	"7"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"2004"	"2004"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Sunday"	"1"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Monday"	"2"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Tuesday"	"3"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Wednesday"	"4"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Thursday"	"5"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Friday"	"6"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Saturday"	"7"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2006"	"2006"	"Sunday"	"1"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"2006"	"2006"	"Monday"	"2"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"2006"	"2006"	"Tuesday"	"3"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"2006"	"2006"	"Wednesday"	"4"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"2006"	"2006"	"Thursday"	"5"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"2006"	"2006"	"Friday"	"6"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"2006"	"2006"	"Saturday"	"7"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"2006"	"2006"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2007"	"2007"	"Sunday"	"1"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"2007"	"2007"	"Monday"	"2"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"2007"	"2007"	"Tuesday"	"3"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"2007"	"2007"	"Wednesday"	"4"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"2007"	"2007"	"Thursday"	"5"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"2007"	"2007"	"Friday"	"6"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"2007"	"2007"	"Saturday"	"7"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"2007"	"2007"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Sunday"	"1"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Monday"	"2"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Tuesday"	"3"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Wednesday"	"4"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Thursday"	"5"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Friday"	"6"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Saturday"	"7"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2009"	"2009"	"Sunday"	"1"	49	Not Applicable	Not Applicable
	"Kansas"	"20"	"2009"	"2009"	"Monday"	"2"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"2009"	"2009"	"Tuesday"	"3"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"2009"	"2009"	"Wednesday"	"4"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"2009"	"2009"	"Thursday"	"5"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"2009"	"2009"	"Friday"	"6"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"2009"	"2009"	"Saturday"	"7"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"2009"	"2009"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2010"	"2010"	"Sunday"	"1"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"2010"	"2010"	"Monday"	"2"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"2010"	"2010"	"Tuesday"	"3"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"2010"	"2010"	"Wednesday"	"4"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"2010"	"2010"	"Thursday"	"5"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"2010"	"2010"	"Friday"	"6"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"2010"	"2010"	"Saturday"	"7"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"2010"	"2010"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2011"	"2011"	"Sunday"	"1"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"2011"	"2011"	"Monday"	"2"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"2011"	"2011"	"Tuesday"	"3"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"2011"	"2011"	"Wednesday"	"4"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"2011"	"2011"	"Thursday"	"5"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"2011"	"2011"	"Friday"	"6"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"2011"	"2011"	"Saturday"	"7"	49	Not Applicable	Not Applicable
	"Kansas"	"20"	"2011"	"2011"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Sunday"	"1"	49	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Monday"	"2"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Tuesday"	"3"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Wednesday"	"4"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Thursday"	"5"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Friday"	"6"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Saturday"	"7"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2013"	"2013"	"Sunday"	"1"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"2013"	"2013"	"Monday"	"2"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"2013"	"2013"	"Tuesday"	"3"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"2013"	"2013"	"Wednesday"	"4"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"2013"	"2013"	"Thursday"	"5"	56	Not Applicable	Not Applicable
	"Kansas"	"20"	"2013"	"2013"	"Friday"	"6"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"2013"	"2013"	"Saturday"	"7"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"2013"	"2013"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2014"	"2014"	"Sunday"	"1"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"2014"	"2014"	"Monday"	"2"	49	Not Applicable	Not Applicable
	"Kansas"	"20"	"2014"	"2014"	"Tuesday"	"3"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"2014"	"2014"	"Wednesday"	"4"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"2014"	"2014"	"Thursday"	"5"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"2014"	"2014"	"Friday"	"6"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"2014"	"2014"	"Saturday"	"7"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"2014"	"2014"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2015"	"2015"	"Sunday"	"1"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"2015"	"2015"	"Monday"	"2"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"2015"	"2015"	"Tuesday"	"3"	46	Not Applicable	Not Applicable
