"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Weekday"	"Weekday Code"	Deaths	Population	Crude Rate
	"Oklahoma"	"40"	"2002"	"2002"	"Thursday"	"5"	20	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2002"	"2002"	"Friday"	"6"	37	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2002"	"2002"	"Saturday"	"7"	36	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2002"	"2002"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2003"	"2003"	"Sunday"	"1"	58	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2003"	"2003"	"Monday"	"2"	48	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2003"	"2003"	"Tuesday"	"3"	53	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2003"	"2003"	"Wednesday"	"4"	56	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2003"	"2003"	"Thursday"	"5"	65	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2003"	"2003"	"Friday"	"6"	59	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2003"	"2003"	"Saturday"	"7"	51	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2003"	"2003"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2004"	"2004"	"Sunday"	"1"	73	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2004"	"2004"	"Monday"	"2"	61	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2004"	"2004"	"Tuesday"	"3"	55	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2004"	"2004"	"Wednesday"	"4"	74	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2004"	"2004"	"Thursday"	"5"	68	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2004"	"2004"	"Friday"	"6"	73	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2004"	"2004"	"Saturday"	"7"	66	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2004"	"2004"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2005"	"2005"	"Sunday"	"1"	82	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2005"	"2005"	"Monday"	"2"	54	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2005"	"2005"	"Tuesday"	"3"	50	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2005"	"2005"	"Wednesday"	"4"	55	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2005"	"2005"	"Thursday"	"5"	66	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2005"	"2005"	"Friday"	"6"	67	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2005"	"2005"	"Saturday"	"7"	92	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2005"	"2005"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2006"	"2006"	"Sunday"	"1"	72	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2006"	"2006"	"Monday"	"2"	72	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2006"	"2006"	"Tuesday"	"3"	80	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2006"	"2006"	"Wednesday"	"4"	73	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2006"	"2006"	"Thursday"	"5"	86	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2006"	"2006"	"Friday"	"6"	77	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2006"	"2006"	"Saturday"	"7"	96	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2006"	"2006"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2007"	"2007"	"Sunday"	"1"	87	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2007"	"2007"	"Monday"	"2"	104	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2007"	"2007"	"Tuesday"	"3"	75	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2007"	"2007"	"Wednesday"	"4"	81	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2007"	"2007"	"Thursday"	"5"	105	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2007"	"2007"	"Friday"	"6"	100	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2007"	"2007"	"Saturday"	"7"	98	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2007"	"2007"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2008"	"2008"	"Sunday"	"1"	97	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2008"	"2008"	"Monday"	"2"	69	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2008"	"2008"	"Tuesday"	"3"	73	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2008"	"2008"	"Wednesday"	"4"	75	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2008"	"2008"	"Thursday"	"5"	92	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2008"	"2008"	"Friday"	"6"	59	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2008"	"2008"	"Saturday"	"7"	90	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2008"	"2008"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2009"	"2009"	"Sunday"	"1"	118	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2009"	"2009"	"Monday"	"2"	85	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2009"	"2009"	"Tuesday"	"3"	88	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2009"	"2009"	"Wednesday"	"4"	99	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2009"	"2009"	"Thursday"	"5"	113	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2009"	"2009"	"Friday"	"6"	112	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2009"	"2009"	"Saturday"	"7"	139	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2009"	"2009"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2010"	"2010"	"Sunday"	"1"	87	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2010"	"2010"	"Monday"	"2"	99	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2010"	"2010"	"Tuesday"	"3"	90	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2010"	"2010"	"Wednesday"	"4"	95	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2010"	"2010"	"Thursday"	"5"	101	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2010"	"2010"	"Friday"	"6"	122	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2010"	"2010"	"Saturday"	"7"	119	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2010"	"2010"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2011"	"2011"	"Sunday"	"1"	99	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2011"	"2011"	"Monday"	"2"	94	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2011"	"2011"	"Tuesday"	"3"	91	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2011"	"2011"	"Wednesday"	"4"	94	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2011"	"2011"	"Thursday"	"5"	91	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2011"	"2011"	"Friday"	"6"	100	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2011"	"2011"	"Saturday"	"7"	129	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2011"	"2011"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2012"	"2012"	"Sunday"	"1"	131	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2012"	"2012"	"Monday"	"2"	107	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2012"	"2012"	"Tuesday"	"3"	93	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2012"	"2012"	"Wednesday"	"4"	108	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2012"	"2012"	"Thursday"	"5"	99	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2012"	"2012"	"Friday"	"6"	107	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2012"	"2012"	"Saturday"	"7"	114	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2012"	"2012"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2013"	"2013"	"Sunday"	"1"	104	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2013"	"2013"	"Monday"	"2"	110	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2013"	"2013"	"Tuesday"	"3"	118	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2013"	"2013"	"Wednesday"	"4"	94	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2013"	"2013"	"Thursday"	"5"	110	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2013"	"2013"	"Friday"	"6"	113	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2013"	"2013"	"Saturday"	"7"	135	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2013"	"2013"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2014"	"2014"	"Sunday"	"1"	104	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2014"	"2014"	"Monday"	"2"	96	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2014"	"2014"	"Tuesday"	"3"	90	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2014"	"2014"	"Wednesday"	"4"	128	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2014"	"2014"	"Thursday"	"5"	110	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2014"	"2014"	"Friday"	"6"	120	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2014"	"2014"	"Saturday"	"7"	124	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2014"	"2014"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	"Sunday"	"1"	110	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	"Monday"	"2"	105	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	"Tuesday"	"3"	108	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	"Wednesday"	"4"	82	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	"Thursday"	"5"	94	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	"Friday"	"6"	101	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	"Saturday"	"7"	116	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"1999"	"1999"	"Sunday"	"1"	37	Not Applicable	Not Applicable
	"Oregon"	"41"	"1999"	"1999"	"Monday"	"2"	32	Not Applicable	Not Applicable
	"Oregon"	"41"	"1999"	"1999"	"Tuesday"	"3"	27	Not Applicable	Not Applicable
	"Oregon"	"41"	"1999"	"1999"	"Wednesday"	"4"	20	Not Applicable	Not Applicable
	"Oregon"	"41"	"1999"	"1999"	"Thursday"	"5"	23	Not Applicable	Not Applicable
	"Oregon"	"41"	"1999"	"1999"	"Friday"	"6"	39	Not Applicable	Not Applicable
	"Oregon"	"41"	"1999"	"1999"	"Saturday"	"7"	29	Not Applicable	Not Applicable
	"Oregon"	"41"	"1999"	"1999"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2000"	"2000"	"Sunday"	"1"	22	Not Applicable	Not Applicable
	"Oregon"	"41"	"2000"	"2000"	"Monday"	"2"	35	Not Applicable	Not Applicable
	"Oregon"	"41"	"2000"	"2000"	"Tuesday"	"3"	32	Not Applicable	Not Applicable
	"Oregon"	"41"	"2000"	"2000"	"Wednesday"	"4"	16	Not Applicable	Not Applicable
	"Oregon"	"41"	"2000"	"2000"	"Thursday"	"5"	32	Not Applicable	Not Applicable
	"Oregon"	"41"	"2000"	"2000"	"Friday"	"6"	35	Not Applicable	Not Applicable
	"Oregon"	"41"	"2000"	"2000"	"Saturday"	"7"	31	Not Applicable	Not Applicable
	"Oregon"	"41"	"2000"	"2000"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2001"	"2001"	"Sunday"	"1"	28	Not Applicable	Not Applicable
	"Oregon"	"41"	"2001"	"2001"	"Monday"	"2"	30	Not Applicable	Not Applicable
	"Oregon"	"41"	"2001"	"2001"	"Tuesday"	"3"	34	Not Applicable	Not Applicable
	"Oregon"	"41"	"2001"	"2001"	"Wednesday"	"4"	27	Not Applicable	Not Applicable
	"Oregon"	"41"	"2001"	"2001"	"Thursday"	"5"	42	Not Applicable	Not Applicable
	"Oregon"	"41"	"2001"	"2001"	"Friday"	"6"	40	Not Applicable	Not Applicable
	"Oregon"	"41"	"2001"	"2001"	"Saturday"	"7"	33	Not Applicable	Not Applicable
	"Oregon"	"41"	"2001"	"2001"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2002"	"2002"	"Sunday"	"1"	37	Not Applicable	Not Applicable
	"Oregon"	"41"	"2002"	"2002"	"Monday"	"2"	42	Not Applicable	Not Applicable
	"Oregon"	"41"	"2002"	"2002"	"Tuesday"	"3"	52	Not Applicable	Not Applicable
	"Oregon"	"41"	"2002"	"2002"	"Wednesday"	"4"	40	Not Applicable	Not Applicable
	"Oregon"	"41"	"2002"	"2002"	"Thursday"	"5"	52	Not Applicable	Not Applicable
	"Oregon"	"41"	"2002"	"2002"	"Friday"	"6"	35	Not Applicable	Not Applicable
	"Oregon"	"41"	"2002"	"2002"	"Saturday"	"7"	54	Not Applicable	Not Applicable
	"Oregon"	"41"	"2002"	"2002"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2003"	"2003"	"Sunday"	"1"	49	Not Applicable	Not Applicable
	"Oregon"	"41"	"2003"	"2003"	"Monday"	"2"	53	Not Applicable	Not Applicable
	"Oregon"	"41"	"2003"	"2003"	"Tuesday"	"3"	48	Not Applicable	Not Applicable
	"Oregon"	"41"	"2003"	"2003"	"Wednesday"	"4"	60	Not Applicable	Not Applicable
	"Oregon"	"41"	"2003"	"2003"	"Thursday"	"5"	46	Not Applicable	Not Applicable
	"Oregon"	"41"	"2003"	"2003"	"Friday"	"6"	50	Not Applicable	Not Applicable
	"Oregon"	"41"	"2003"	"2003"	"Saturday"	"7"	45	Not Applicable	Not Applicable
	"Oregon"	"41"	"2003"	"2003"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2004"	"2004"	"Sunday"	"1"	50	Not Applicable	Not Applicable
	"Oregon"	"41"	"2004"	"2004"	"Monday"	"2"	55	Not Applicable	Not Applicable
	"Oregon"	"41"	"2004"	"2004"	"Tuesday"	"3"	51	Not Applicable	Not Applicable
	"Oregon"	"41"	"2004"	"2004"	"Wednesday"	"4"	35	Not Applicable	Not Applicable
	"Oregon"	"41"	"2004"	"2004"	"Thursday"	"5"	45	Not Applicable	Not Applicable
	"Oregon"	"41"	"2004"	"2004"	"Friday"	"6"	55	Not Applicable	Not Applicable
	"Oregon"	"41"	"2004"	"2004"	"Saturday"	"7"	65	Not Applicable	Not Applicable
	"Oregon"	"41"	"2004"	"2004"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2005"	"2005"	"Sunday"	"1"	66	Not Applicable	Not Applicable
	"Oregon"	"41"	"2005"	"2005"	"Monday"	"2"	48	Not Applicable	Not Applicable
	"Oregon"	"41"	"2005"	"2005"	"Tuesday"	"3"	51	Not Applicable	Not Applicable
	"Oregon"	"41"	"2005"	"2005"	"Wednesday"	"4"	64	Not Applicable	Not Applicable
	"Oregon"	"41"	"2005"	"2005"	"Thursday"	"5"	50	Not Applicable	Not Applicable
	"Oregon"	"41"	"2005"	"2005"	"Friday"	"6"	50	Not Applicable	Not Applicable
	"Oregon"	"41"	"2005"	"2005"	"Saturday"	"7"	45	Not Applicable	Not Applicable
	"Oregon"	"41"	"2005"	"2005"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2006"	"2006"	"Sunday"	"1"	73	Not Applicable	Not Applicable
	"Oregon"	"41"	"2006"	"2006"	"Monday"	"2"	77	Not Applicable	Not Applicable
	"Oregon"	"41"	"2006"	"2006"	"Tuesday"	"3"	74	Not Applicable	Not Applicable
	"Oregon"	"41"	"2006"	"2006"	"Wednesday"	"4"	62	Not Applicable	Not Applicable
	"Oregon"	"41"	"2006"	"2006"	"Thursday"	"5"	59	Not Applicable	Not Applicable
	"Oregon"	"41"	"2006"	"2006"	"Friday"	"6"	64	Not Applicable	Not Applicable
	"Oregon"	"41"	"2006"	"2006"	"Saturday"	"7"	69	Not Applicable	Not Applicable
	"Oregon"	"41"	"2006"	"2006"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2007"	"2007"	"Sunday"	"1"	80	Not Applicable	Not Applicable
	"Oregon"	"41"	"2007"	"2007"	"Monday"	"2"	73	Not Applicable	Not Applicable
	"Oregon"	"41"	"2007"	"2007"	"Tuesday"	"3"	53	Not Applicable	Not Applicable
	"Oregon"	"41"	"2007"	"2007"	"Wednesday"	"4"	70	Not Applicable	Not Applicable
	"Oregon"	"41"	"2007"	"2007"	"Thursday"	"5"	59	Not Applicable	Not Applicable
	"Oregon"	"41"	"2007"	"2007"	"Friday"	"6"	70	Not Applicable	Not Applicable
	"Oregon"	"41"	"2007"	"2007"	"Saturday"	"7"	87	Not Applicable	Not Applicable
	"Oregon"	"41"	"2007"	"2007"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	"Sunday"	"1"	66	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	"Monday"	"2"	46	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	"Tuesday"	"3"	78	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	"Wednesday"	"4"	58	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	"Thursday"	"5"	67	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	"Friday"	"6"	67	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	"Saturday"	"7"	61	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	"Sunday"	"1"	82	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	"Monday"	"2"	77	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	"Tuesday"	"3"	64	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	"Wednesday"	"4"	72	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	"Thursday"	"5"	77	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	"Friday"	"6"	65	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	"Saturday"	"7"	61	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	"Sunday"	"1"	69	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	"Monday"	"2"	57	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	"Tuesday"	"3"	75	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	"Wednesday"	"4"	72	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	"Thursday"	"5"	76	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	"Friday"	"6"	70	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	"Saturday"	"7"	77	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	"Sunday"	"1"	95	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	"Monday"	"2"	71	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	"Tuesday"	"3"	61	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	"Wednesday"	"4"	66	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	"Thursday"	"5"	70	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	"Friday"	"6"	84	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	"Saturday"	"7"	79	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	"Sunday"	"1"	67	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	"Monday"	"2"	66	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	"Tuesday"	"3"	71	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	"Wednesday"	"4"	66	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	"Thursday"	"5"	64	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	"Friday"	"6"	71	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	"Saturday"	"7"	79	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	"Sunday"	"1"	71	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	"Monday"	"2"	57	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	"Tuesday"	"3"	59	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	"Wednesday"	"4"	56	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	"Thursday"	"5"	62	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	"Friday"	"6"	67	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	"Saturday"	"7"	73	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	"Sunday"	"1"	80	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	"Monday"	"2"	74	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	"Tuesday"	"3"	69	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	"Wednesday"	"4"	67	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	"Thursday"	"5"	89	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	"Friday"	"6"	59	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	"Saturday"	"7"	79	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	"Sunday"	"1"	78	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	"Monday"	"2"	87	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	"Tuesday"	"3"	55	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	"Wednesday"	"4"	74	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	"Thursday"	"5"	74	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	"Friday"	"6"	73	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	"Saturday"	"7"	61	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"1999"	"1999"	"Sunday"	"1"	162	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"1999"	"1999"	"Monday"	"2"	105	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"1999"	"1999"	"Tuesday"	"3"	101	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"1999"	"1999"	"Wednesday"	"4"	138	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"1999"	"1999"	"Thursday"	"5"	141	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"1999"	"1999"	"Friday"	"6"	164	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"1999"	"1999"	"Saturday"	"7"	169	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"1999"	"1999"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2000"	"2000"	"Sunday"	"1"	155	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2000"	"2000"	"Monday"	"2"	146	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2000"	"2000"	"Tuesday"	"3"	153	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2000"	"2000"	"Wednesday"	"4"	158	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2000"	"2000"	"Thursday"	"5"	152	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2000"	"2000"	"Friday"	"6"	180	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2000"	"2000"	"Saturday"	"7"	190	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2000"	"2000"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2001"	"2001"	"Sunday"	"1"	143	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2001"	"2001"	"Monday"	"2"	140	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2001"	"2001"	"Tuesday"	"3"	125	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2001"	"2001"	"Wednesday"	"4"	105	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2001"	"2001"	"Thursday"	"5"	132	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2001"	"2001"	"Friday"	"6"	128	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2001"	"2001"	"Saturday"	"7"	169	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2001"	"2001"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2002"	"2002"	"Sunday"	"1"	166	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2002"	"2002"	"Monday"	"2"	134	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2002"	"2002"	"Tuesday"	"3"	131	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2002"	"2002"	"Wednesday"	"4"	130	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2002"	"2002"	"Thursday"	"5"	149	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2002"	"2002"	"Friday"	"6"	162	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2002"	"2002"	"Saturday"	"7"	209	Not Applicable	Not Applicable
